userName,at,content,score,thumbsUpCount
A Google user,2020-02-29T21:35:05,"It is the most complete calorie & fitness tracker I've seen. I'm not a gym rat or a calorie counter. I simply like to track my progress. It has all the food, some by bar scanning the item, and all the exercises as well as being able to link with wearable fitness trackers. Your diary & fitness is shareable with people by code only.",5,0
Crystol Woods,2022-06-27T16:38:42,"I've been using this app for 4 weeks now and recording my daily food intake(which automatically records calories,carbs,protein,fat,and many more macro-nutrients),as well as calculating effects of excersize. I've lost 40lbs in 3 months and the past month with this app has been great! It keeps me focused on my goal and keeps me accountable to myself.",5,0
T RF,2026-03-02T21:29:44,"Full disclosure, this app has a significant glitch with respect to Android OS, whereby it does not sync with their web portal/cloud. This means that if you lost the data on your phone, or purchased a new phone, you would be SOL as none of your data would be able to sync because it does not exist anywhere else other than your phone! For me this is a big deal, but the developer is aware of it and is taking steps to remedy it. Other than this, I give this app a 4/5 (free version:)",4,8
Devin,2026-02-07T02:28:21,"Great way to actually log and understand what you are eating. I am a proponent of eating meals that are balanced among the macros. This app tells you breakdown of each food type, meal, day, week or month the amt of protein, fat and carbs im eating. I used this app years ago and it used to allow scanning barcodes on the free version. That is my only complaint.",4,14
Justin Grazioli,2026-03-05T18:57:54,"The new updated UI is a huge, huge step back from the previous one. It now takes so many additional taps to do/see basic features that were immediately visible in the original view. You can no longer see the exact amount of calories burned that it's tracking in an intuitive way. You can't see your full meals either without clicking through the category. A real downgrade 3/5/26 Update - They reverted back to the original look, score updated to reflect that",4,5
Michael Englert,2026-03-07T15:59:01,"App works well. some minor improvements are still needed. when I get a reminder to log a meal, it should take me to that meal page. It always seems to miss that. I'll get a reminder to log breakfast, then it takes me to the lunch or dinner page. also, they could do some work to de-dupe redundant food options.",4,1
G CLAUDIA,2025-10-17T20:01:55,"Not a huge fan of the recent update/change. Feel like I need to relearn the app. 1 or 2 issues I really don't like. The intermittent fasting button is no longer on the dashboard for easy start/stopping. I'm trying to figure out if it can be added but can't find how. When updating times, wish I could check which items to update or a select all option instead of going one by one.",4,12
Erik Fridell,2025-11-09T21:37:22,"I need to file a bug report for an issue. I'm on the most current version of Android on a Pixel 7 Pro. Whenever it click on a notification to log a meal, itakes me into the app for the next meal. So if it's a reminder to log breakfast, I end up with lunch selected when I click through the notification. Lunch clicks into dinner. Dinner into snacks. It's been this way for almost as long as I've been using the app, which is going on a year and a half now. So lots of versions of the app, OS, patch",4,14
Grace Moore,2025-10-19T21:53:44,"I have honestly really loved this app and have been using it for quite a while! My only big issue is that whenever I log exercise it increases my calorie limit for the day and I don't like that. I would like to keep my limit as is. Also, now I magically can't see macros for my meal without buying premium. I have been using the free version for 105 days. I have always been able to see my macros. This is an unnecessary and a bit greedy change to make that makes me feel very disappointed with it.",4,33
Michael McClimans,2026-01-01T19:59:30,"For 14+ years I've used the free version because I don't like to change. After being sold at least twice it's benefits have continued to decline. I can't help but think if they hadn't taken away the basic features every other nutrition app offers for free, more people would try it out and eventually purchase the plus version. Oh well, bad management I guess.",4,70
Miranda Murphy,2025-10-27T15:37:56,"pretty cool app to count estimated calories and other info. But the syncing time between health connect, Fitbit, and this app is terrible. I've done so much research on figuring out how to get everything synced more than once a day. but it takes almost all day for this app to sync the steps, therefore it's a bit tricky to figure out how many calories I can consume when it's not calculating the calories I burned from my steps.",4,3
Gabriela Limoli,2025-10-21T18:01:12,"Restoring the former scoring as the latest problem with the app wasn't really from the app itself but from AWS latest outage. The app is quite convenient and helps with the food tracking and macros calculation. The only thing that I would add in here is have feature parity between the web and mobile UI when it comes to search among my own recipes. While the mobile option let you do a search with keywords, the web one doesn't and that is quite frustrating.",4,1
Jonathan Castellano,2025-12-01T04:43:26,"Lots of great features in this app! I would love to see more functionality in the friends feature. I want to see if my friends are hitting their goals, and for them to see mine, so that we can encourage each other. It would also be nice to see what they are eating especially when we eat together. It can be a hassle to put each ingredient myself. If my buddy literally ate the same thing, why duplicate all that work?",4,9
Denise Brewer,2025-10-14T21:08:22,"I started using the free version of the app, but decided to try the 30 day trial of the Premium version. I find the app to be very helpful tracking food, water intake and weight. The activity tracking has a few glitches for me though since my Amazon Amazfit smart watch isn't compatible with the app. I use Google Fit and sync it to the app with Google Health Connect. I find it to be frustrating as it doesn't connect in real time. I would give 5 stars otherwise.",4,1
Peter van der Schans,2025-11-17T20:38:05,"Great app that helped me tremendously to reach my goal weight and stay at a healthy weight. but seeing up the syncing is complicated, and today, it stopped properly syncing. Weight hasn't synced for a while, and I tried to fix that, but now it only shows incorrect calorie counts from Health Connect, EVEN THOUGH THAT APP IS NOT CONNECTED. It does not show the Fitbit count like it used to.",4,6
A Google user,2026-01-27T04:31:03,"Health Connect keeps duplicating or triplicating my workouts. I have Garmin connected to MFP and they keep bouncing workouts back and forth until it looks like I've burned thousands of calories that I haven't. I can't turn it off without disconnecting Garmin which I prefer to track my workouts. Fix it, please! Google Pixel 6",4,18
Corrine Douglas,2026-01-25T15:51:57,"I really like the ease of the app and the tracking abilities of progress, exercise, and calorie intake. I'm not giving it 5 stars because a lot of the paid version features show up and when you click on them it asks you to upgrade. I understand why but I think it should just show you the features you have for the version you have.",4,7
Motown Cowboy,2025-12-07T16:31:04,"Been using the free version of this since September 2025 and here's the pros and cons. Pro: - Allows you to easily track calorie count by either typing the food name or just inserting the calorie count if able. - Includes a stack of recipes that actually taste good. Cons: - Tracking for Fat, carbs and protein is locked behind a paywall - Can't bookmark recipes without a premium subscription. - Way too many features are locked behind a paywall.",4,14
Corina Delgado,2025-10-16T19:58:43,"i love the app, helps me stay on track and easy to use. they did recently have an update with new looks and i feel like its not as user friendly. the 'swipe' to each day was so easy to skim through as opposed to now having to click the day, go back and click a different week etc. the foods also arent listed in each category on the front page, you have to click the category to see the rest of the foods . 🫤",4,33
Donna Daulton,2026-02-02T05:21:28,"I gave this a 5 star rating because it has helped me so tremendously. There's only 1 thing that could be better. If I could sync my accupedo pedometer and also log other exercise. Right now it is either or situation. Now that I have used it for several months, I really have a feel for my overall nutrition intake. But it has become more tedious than it should to enter foods because there are so many in my recent list. Several duplicates. The search feature could w",4,0
Jennifer Kidney,2025-12-13T19:51:57,"Most of the app works well for my needs. If I can scan the barcode of the food I am eating, that is the best scenario. My only complaint is that it offers too many suggestions of varying calories for the exact same item I enter as a search. For example, if I enter ""raspberries"" in the search bar, the result is at least 10 different variations of calories for raspberries. For foods that I enter often or scan often, I wish these would pop up as a preferred/often food/calories when doing a search.",4,1
A Google user,2018-11-19T04:57:36,"The database of foods is astonishing, and the functionality makes tracking food, weight, water, and exercise easy. With it, I was able to lose about 35 lbs in about six months, simply through rigorous tracking. I take a star off for two reasons. The first is for some bugs, including not being able to get input from my pedometer app (which is claimed to be supported and worked initially, but ceased and cannot be reestablished). The second reason is the incessant marketing. Near daily advertising for UA products gets a bit annoying. I might be more receptive if it wasn't so frequent. But it's basic human biology that the body and mind eventually drown out constant stimuli.",4,0
Erin Rittenhouse,2024-01-05T21:53:26,"Very helpful in many ways, it keeps me accountable for all the food I put in my body. I'm successfully losing weight at a healthy pace! My only frustration (besides making us pay for the things that used to be free with the app-looking at YOU barcode scanner OR the excessive ads to upgrade), it doesn't always sync smoothly with my smart watch app (Garmin connect). It won't sync across both platforms. Kind of annoying, but on the whole I recommend this app to others.",4,0
Heidi Zahn,2024-05-28T21:56:20,"I've used MFP off and on for 6 years now and have had great success tracking. However, I'm bummed to see the barcode scanner is now a premium feature (previously free). This allowed me to track quicker and more accurately, without manually adding or relying on the (not always accurate) database. Would love to see this become a free feature again!",4,109
Sara Earle,2024-05-28T16:19:23,"I used this app many years ago and now after getting a Garmin I'm using it again - it's come a long way! Much more intuitive... I do wish that there were alarms that you could set for the beginning and end of a fast, and I wish that you could start a fast and back-time it and then just keep it running, and instead of having to submit that you've ended your fast, it would be nice if you could just record your first food and it would automatically end the fast...",4,5
Juliana Korsborn,2025-05-26T00:51:03,"This is an impressive app in that you can keep it simple or go all out. So far I'm just using this to track calories. I haven't used than that, but that has been working well for me, and I've had little trouble finding or adding the foods I eat - their database is huge! The updates so far have fixed my biggest complaints, so it gets 4 stars to start with. The devs are obviously on the ball! If I get around to checking out the other features, I'll update my review and likely add that final star.",4,3
dev b,2024-06-01T01:58:31,"I've been using this for maybe 3-4 years now. I've lost 65 pounds and maintained. But I just wish they didn't make the original features ""paid"". For instance the ability to scan a label and add the item. That's now only paid and have to search and hope you find the item or similar and sometimes the manual entries are definitely suspect and seem inaccurate. So that's unfortunate. Otherwise pretty good all around.",4,144
Kandra Dodge,2024-08-04T04:14:07,"(Free version) So far, so good with some hiccups. Have used this app with no problems for about a month. Very easy to use. Can find almost every food I look up. But...this last update, started having problems. Won't sync with my Watch to log my steps. As well as having difficulty adding new recipes. Even with that, still love the app to give me the heads up on what I'm eating every day to help with my weightloss journey.",4,33
A Google user,2019-01-08T08:21:18,"As of 1/7/19: A recent update seems to have caused some network errors with the app. I'm unable to search for meals, food, etc. as it just fails and gives me a network error. The new update I just installed hasn't done anything yet. This app is very easy to use and understand. It helps me keep an eye on how much I eat, what I'm eating, and how I can improve. Not only that; it can log any of my activities that I take part in, too.",4,0
Jacob Moosekian,2024-04-22T15:54:18,"I've absolutely loved the app, and it has helped me with healthier eating habits. That being said, as of April 2024, the app does not seem to be working for me anymore. Despite uninstalling and reinstalling the app several times. When launching the app, it stays indefinitely on the blue opening screen and cannot get it to work, so I've had to use the desktop app for my tracking which is a little more inconvenient when on the go...",4,47
Lance Holm,2021-07-20T00:00:49,I used this app a year ago and the ads weren't nearly as intrusive as they are now that is the only reason I don't give 5 stars. I don't like having to click ignore the premium membership every time I open a new page. The ability to save meals and recipes as well as a huge library of foods to choose from for tracking is great though.,4,0
April M Bonnett,2020-06-18T19:53:56,"This has almost everything! The two things I'd love to have is: 1. Capability to see my net carbs for each individual meal and total day nutrition view. 2. I'd like to have the option to see something other than calories. Example, I'd like to see macros plus net carbs vs. macros and calories. Other than that, wow! I love being able to scan my foods with UPC codes! The scan option has found all but one food which I was able to add. Any restaurants that don't have the menu I'm able to find online",4,0
Courtney Chase,2024-07-31T15:53:52,"Overall the app is good. Very large library of foods/nutritional info. Good interface, easy to use. Two main cons: 1) I don't mind having ads, but the way they do them is a little glitchy. It takes a half second to initiate the ad, so you're in the middle of typing when they pop up, and 2) The ads have close buttons that are hidden or hard to find. They shouldn't be trying to trick us in the app like this.",4,29
Kristie Stariha,2023-08-01T00:20:40,"It's nice being able to keep up with what you are eating, just look very closely at what you are adding. The vast majority of the foods that are on the app have the wrong nutritional info. Don't just scan a barcode and move on, look to see if it is correct. I'mhappily surprised when I scan one and it is correct. I've pretty much given up reporting foods because they never update it. Edit: I want to add that I'm not going to a website to update a food when the app has a report function.",4,0
Eva Love,2022-03-11T05:19:15,"This app has helped me keep track of what I eat. So far, I have lost 22 pounds since Jan 3. However, it is a bit frustrating when the numbers come up wrong when scanning a barcode. But, thankfully, I can edit the item and save it to my list. Thanks MyFitnessPal for being a good assistant!! 70 more pounds to go!!",4,2
A Google user,2019-01-23T23:57:25,"The ""net calories"" notion is erroneous from the point of TDEE tracking. Calorie inputs should not be modified based on calories burned. This is misleading and should be ignored and factored into the initial calorie calculation. This is why I am taking a star away. Rating the app- it is very stable and has a robust database. Besides the cluttering with articles one rarely reads, it's straightforward and good to use on a daily basis to track your macros. Would recommend.",4,0
Kristin Esposito,2024-07-27T16:35:02,"Updated 7/27/24 - after exploring other options, MFP seems to have the most accurate data base, and does not require a subscription to synchronize with other apps like Garmin, Fitbit, etc. For these reasons I will continue using MFP. 7/24/24 - I hate that there is no newsfeed anymore. My friends and I cannot ""like"" our workouts or celebrate log in anniversaries. 6/12/14 - Randomly freezes. Occasionally have to uninstall then reinstall. Good diet app in general.",4,6
Jennifer Hyman,2022-04-02T15:33:36,Update 4/2/22: Why did you take away the multi-add function with the last update? I hate not being able to see what I have already logged and it slows me down when trying to use the app. Very frustrating. Lots of food/calorie information in it's database makes it easy to track calories and nutrition. I've used it on and off over the years and I'm much better at managing my weight when I use it.,4,2
A Google user,2018-10-31T05:22:29,"It is extremely useful for calorie count and portion control, as well as tracking your weight. Most of the interesting features are not free, such as further monitoring of macros, or adding exercise. I love they suggest reading the blog, there is something for everyone, at least an interesting beginning. I love adding foods using the scanner, or being able to add a favorite food and keeping a list of foods consumed by me. This app was recommended to me by a personal trainer and I recommended this app to my mother in law for calorie count. I would like to see a video /s of what this app can do, for different people: kids going to the gym, mom trying to lose weight, and grandma try not gaining more details",4,2
A Google user,2020-01-30T16:10:14,"I really like this app for taking food, exercise, and weight. The bar-code scanner in the food log makes looking up many products easy, and the community has helped both fill in the database, and accuracy check it. My one complaint is how much the ads eat my battery and data allotment. I'd gladly pay a fee to be rid of them. Heck, I'd pay a fee to just be able to restrict them to download only via Wi-Fi. Edit 30-Jan-2020: Corrected typos and spelling error. Original evaluation was some time prior to 2015.",4,1
A Google user,2019-02-04T15:39:43,"This is my first fitness app. It is awesome for tracking my carbs . App is somewhat user friendly. I still wander around to find what I want. An improvement would be to show what foods contain sugar in my daily diet. It is challenging to identify the actual food I ate. often by default, I input the incorrect food and my stats are then slightly incorrect. Then I hunt for what is incorrect. I continue to learn how to use this app and look forward to downloading reports. I would recommend this app.",4,1
Pete,2024-07-24T20:35:17,"It's a good way to track your food and weigt. The premium version can be better to start as it's easier to scan foods, but after they are in your account, they stay, so then it's easy to switch to the free version. The exercise routines are a useful guide for tracking calories burned, but I find they over estimate how many calories you've burned (sometimes by a lot) so you might want to check with other sources before logging an exercise. It's easy to edit calories burned though.",4,10
Scott Storms,2021-07-28T07:28:40,"Good app. It used to have a multi select option to more easily put items from one source together. For example, you could search ""Starbucks"" and the entire Starbucks menu would pop up. Then you could click the items you ate/drank. This sounds like a nit-pick, but I went to Pieology and had to re enter ""Pieology"" for every topping I put on the pizza. Also, double check the nutrition information on your entries. I have found lots of mistakes.",4,0
A Google user,2019-07-21T20:20:23,"Great App! Easy way to meet your health goals by scanning on the go! it has enough use to have a large database of foods already added, and very easy to add if it's not there. It joins with your fitness tracker to give credit for steps. Keep up the great work team! Going from good to great, it would be nice to translate workouts in your preferred fitness tracker to here, and not double credit.",4,1
A Google user,2018-10-17T21:50:36,"Pretty good app. Not typically a fan of regular subscription for premium services (unless it's somehow essential, it usually means it's a money grab for greedy companies, especially since much of the food data appears crowdsourced) as opposed to a pay once model and if I see one like that I'll switch to that, but for what this does it does it well.",4,0
A Google user,2020-02-20T00:09:57,"I think there are some limitations. I have found a few foods that are not accurate in their names and portion sizes. I would like to be able to track net carbs without the extra clicks. I want to be able to enter my macros and account for my IF. There's more I could add as feedback. These are off the top of my head. Overall, I like the app minus the paid version.",4,0
Geneson Agbayani,2024-05-14T03:18:16,"There are some cool features, but for the expense, I would hope for a cleaner user experience. There are so many verified ingredients that have wrong nutritional information listed it can be a challenge to sift through in order to build a correct calorie count. I like the easy and simplicity of the app and the quick add and barcode scanner make it easier.",4,85
A Google user,2018-11-07T02:47:59,"Worked just fine until today when, like a lot of other reviewers have reported, it kicked me out and I can't log back in. It makes me go through the whole registration process and then at the end says there's an error establishing the username or words to that effect. I hope my info can be restored...it'll be a pain to have to start over with another app, plus it was encouraging to see the weightloss progress I've made since August. I guess I can at least be glad the pounds didn't pile back on when the app broke... Edit: app is.workimg again so I adjusted stars accordingly.",4,2
Sunni Keister,2024-04-26T15:02:56,"Updated to 3 stars. Downloaded again after years, now anything I want to do it just prompts me to pay for the premier. Sad to see a good app go the way of sheer greed. Uninstalling. Love that it syncs to my Bowflex. Calorie count is easy and fast; database is extensive, although I'm not sure how reliable some are. Wish it would sync directly to my phone's pedometer/excercise tracker rather than needing a separate app like Pacer.",4,0
Tom Dinwiddie,2022-06-06T13:36:17,"I haved used this app for many years as a daily diary. It does a what I need to track my calories and runs. My dissatisfaction is their monthly cost for premium. If it were $6-7 monthly like most subscriptions, I would support the application. But instead they want a subscription fee on par with Office 365 or Adobe cloud, so I'm constantly looking for another application.",4,4
A Google user,2019-10-01T17:07:39,"I am a 43 year old Male who on July 22nd, 2019 underwent Bypass Surgery, five to be exact, so clearly I was not taking care of myself. Since then I have making a lot of, hopefully long-term, positive life/health changes. I was previously, and to some degree still am, using the Samsung Health app. By far MyFitnessPal is far superior with tracking eating habits. Only thing I wish was that it was ""easier"" to track walking, exercise, etc. Wish I could expand on both topics more but I'm out of..",4,0
A Google user,2020-02-22T02:03:04,"App is great. It has a great database of foods, drinks to choose. It helps me with my daily intake. 2 things. It does send reminders that I didn't enter whatever meal I had, even though I did. Minor annoyance. But I do wish they had a vitamin section. I just put my daily regimen in the snacks. And I wish that we could group select items to add, instead of browsing through the list. It has a history, so if you consume something, you can add it easily. Minor nitpicking.",4,24
Keith C21 Lifetime Realty,2021-12-16T13:35:46,"Fitness Pal has been a great help by keeping track of my calories and my macro information. The pie graph is great. The only thing I have trouble with is when I eat a homemade recipe. I cannot individually enter the calories, carbs, fat & protein unless the program can find the name in its database. If it's possible to import recipes, without going to Premium, I haven't figured out how. Almost meets expectations. Don't know what lockscreen is.",4,0
Alyssa Skinner,2021-08-10T23:35:08,"I have only one irritation with this app. I have ADHD, and on my own, I will forget to log my meals. Every. Single. Day. So, I went into the app and asked it to remind me to log them, setting it for two reminders a day, around lunch and suppertime. It doesn't remind me at those times. In fact, it almost never reminds me at all, and when it does, it's at random, like 2 a.m. or some other time when I really don't need it. Other than that, it's perfect for my needs, and is easy to use.",4,0
A Google user,2020-02-26T19:54:32,Love the food database and recipe connection. I've tried 100 times to connect to Misfit with tech help even. It doesn't work. It doesn't even connect to it's own partner apps nine times out of ten. If it did this would be a great app. - Update I got a Garmin instead of a Misfit and now there are fewer steps to connect but still not a great experience. A way to sort the recipes would add a lot.,4,0
Gina Harner,2020-05-21T16:16:38,"I've been using this App since 2013. I recommitted in 2018 to get my weight & lifestyle habits on track. In 2019 I decided I challenged myself to log daily. I'm now over 500 days. The App is very easy to use & manage. Lately, though, I am disappointed by the fact that I'm having to take extra steps to log. Instead of being able to log the meal, I need to go to the left sidebar and click food diary. If not, the screen I receive is one about nutrients etc. Can't afford premium.",4,0
Lisa Pirkkala,2020-05-18T05:34:50,"Very excellent app once you get used to navigate through it. It does have adds, but they are relevant to fitness. I love the calories counter, and the app will notify you if you forget to log. However having difficult time with syncing with the other fitness apps. Other than that, it's been very helpful.",4,0
A Google user,2019-11-02T13:42:14,"I enjoy using this app. Would love to be able not to have to re-enter same foods that I eat every day. I have one complaint, the app does not use net carbs, so I have to recalculate by hand. I've considered finding another app due to this even though I'm happy with the function of this one. Another great addition would be the ability to track blood glucose in the app too. I actually considered purchasing the full app until I saw what they wanted monthly, nope.",4,1
A Google user,2019-03-06T23:18:40,"i am new to counting calories but this app makes it easy. Be honest or it wont help. I am learning more about food, nutrition, and exercise with this app. I honestly feel a new life style is happening. I always worked out 5 days a week but now i am taking it to the next level. No calorie credit for strength training but I think that is just the way it is.",4,2
A Google user,2019-11-07T18:44:59,"Overall, this is a great tool to track food, etc. My primary complaint and concern is that there is so many, and mostly inaccurate, entries to choose from. I understand that this is a free app for the most part but it is almost useless unless you research entries and create your own. It is a lot of work to get your common foods in the system for use.",4,5
A Google user,2019-02-21T20:11:43,"Overall, the app has helped educate me on the food I eat. In the past, I cut portions to lose weight but that only got me so far. The app showed me it is also worth considering what I eat being the issue. My main problem with the app is the step count. Sometimes, I struggle with getting a proper step count to sync. I have used Pacer and Fitbit over the last year and found that updates to one of these apps or devices often would lead to issues until Under Armour makes updates to this app",4,14
A Google user,2019-12-01T03:21:31,"Not a lot of restaurants in here and I rarely seem to be able to find the exact food I am eating so I have to guess or something. Certain foods are easy to find, the scanner is super helpful. However, I don't think it's all that accurate since there is so much variation between brands and the size of food but it's good for estimating calories at least.",4,4
Farwah Kuhafa,2022-04-04T11:52:20,"Hardest part is being disciplined and logging in the info. but it does help track food intake. I do like that I can pull up random foods and get estimates. Never would think curry rotti would be in the app, but it was. I know it's an estimate but it let's u guage your calories. I am using the free feature. One thing that tho, sometimes the galaxy watch logs on twice. Took me awhile and figured out how to not have that happen (but not sure what I did, but haven't had an issue since).",4,0
Kyle Naeve,2024-03-08T19:55:58,"Editing my review, previously 3 stars, due to the fact that they took barcode scanning out of the free version. I've been using MFP for quite some time now, and I have also done Weight Watchers. I must say that I like MFP much better. I just decided to sign up for premium, because with a discount code I was able to get it for $59.99 a year. The list price is too high, so I hope they don't ever actually charge that much. Overall, great app. Look for a discount code if you want premium.",4,23
A Google user,2019-06-08T13:42:20,I know tracking food intake is essential for weight management. This app has provided valuable insight and guidance as well as a fairy easy logging interface. I have not yet upgraded to premium and cannot comment on any additional value. The comment check boxes ask about disruptive ads. I honestly answered no. There are many ads. Some totally useless. I have no problem accepting them as the price of using this app.,4,2
Heather Whetzel,2023-09-02T14:57:12,"I have been using this app for 4 years. Overall, it's reliable, but like this week, it has been so Clichy adding food I didn't add. It also is saying I need to lower my fat macros even though I didn't change the grams I'm consuming. It's very frustrating when you are trying to be as accurate as possible for a cut. It makes it very confusing.",4,0
A Google user,2018-12-17T23:01:48,"Great app, very convenient and easy to use. I've never been able to count calories before as it's such a pain, but the barcode scanner has made it easy! Only issue is it sometimes duplicates foods, or won't input for some drinks even though they're in the database they won't show up in my meals when I press the check mark.",4,7
Kishaun Jackson,2021-02-03T19:53:37,"This app is very helpful for tracking your food intake, water, nutrients, as well as exercise among other things. There is an extensive range of exercises and a large food database that enables you to log practically anything you've eaten or done. I would definitely recommend this app to anyone looking to eat healthier, lose weight, or even maintain their weight.",4,4
A Google user,2018-09-27T23:34:47,"I like MFP. I started using it about 6 years ago to help me stay on track to lose weight over the course of a year for a wedding I was going to be in. Had I stayed with it, I would probably be much healthier! Even though I haven'tbused the app in years, it still has all my login info and welcomed me back. This is a good ""self serve"" type of app. If you need more guidance like what to eat and when to eat it, you may want to try something else. If you have a pretty good idea of what you are doing and just need an accountability measure, then this app is great! If you want to pay, I think things get more specialized, but I may never know because I plan to continue only with the free version.",4,2
A Google user,2019-02-14T19:26:09,"This app is beneficial when it comes to counting your calories and how much one should be consuming on a daily basis. It has the food options that can estimate the calorie intake of your food choices that can help you keep track. The only thing that needs some more work is having more restaurants added to the list so that everything can be tracked with the accurate amount of carbs, calories, and nutrients.",4,0
A Google user,2020-01-30T03:51:31,"Pros: *HUGE data bank of foods *easy to enter recipes *very user friendly and intuitive Cons: *Have never been able to get Fitbit to sync with MFP and show up in the place it's supposed to be *a lot of the foods are in grams, so without a scale you're out of luck * I can't figure out how to use the message boards. That's prob a *me* problem, not a MFP problem.",4,0
Karen Myers,2025-05-26T15:19:34,"It has been a good app to use, even the free version. I upgraded to premium and that made logging food easier. That is about all I use it for. I would like for someone or a team at my fitness pal to remove the MANY duplicated and inaccurate foods. But, the more you log, the easier it is, it will remember your recent and regular items logged.",4,1
A Google user,2020-01-10T07:29:34,"Because this app is completely free, I give it 4 stars. I use it every day, it syncs with my Fitbit, overall it works well. The reason it doesn't get 5 stars is because a lot of the food entries have incorrect calorie and nutrition information, so sometimes it can be frustrating trying to find the right one, you have to pay attention as you enter food into your diary to make sure it's accurate. The app itself is user friendly, easy enough to use, but has a couple glitchy things here or there.",4,13
Keysi Perez,2023-08-31T18:34:50,"it's great! it helps a lot. The only thing us that you kinda have to log in to everything and search for everything to get more accurate results. This is especially the case with exercise, since you have to add in all the factors involved in your routine, and if you watched a workout video, you'd have so search for the names of the positions of everything.",4,1
A Google user,2019-10-16T20:39:56,Have not been able to sign in recently. I out my login info in and it says please wait then nothing happens. Been having to input food on my laptop not great especially after paying for premium. Edit: was able to get in touch with customer support and they have fixed the problem. I now have no issues with logging in. The app is a great accountability tool.,4,0
Olivia Williams,2020-10-17T19:47:21,This is an update! My main goal with this app is to count calories/document a food diary. That part of the app works great. I would like to move items between days to make it easier to document meals like breakfast which are the same many times. have been away for a few years. There is more content but you have to sign up for a premium account. I think there should be more free content here and less attempts to have me sigb up for a premium account.,4,0
shon scarbrough,2024-03-18T04:18:29,I've used this app for years. i love it but wish you didn't have to go premium for certain features. I also like that if i miss a log i can reset it. I wish that the app would allow for edits when you make a status and realize you misspelled something. I miss the scan barcode feature to log food on the free app. But all in all my fitness pal keeps me accountable,4,2
oraciomp4,2022-01-09T01:07:47,"The app has worked really well, I've been using it for about half a year. It has been very smooth to log foods and exercises. Just there is one problem and I don't know if It's just me. Recently I have noticed that my steps have not been logging correctly. It would only log that I have burnt 1 calorie. Also before this connecting steps has always been glitchy. Otherwise the app is great and a good option if you want to log your calories.",4,0
A Google user,2018-11-01T20:47:32,"I have done many food diaries, but using an app on my phone is by far the easiest. My doctor recommended this app, so I tried it and really like it. I do wish the full version was not by subscription but instead a one-time cost. Subscriptions are unwieldy to deal with when you want to cancel or have to change payment options.",4,1
A Google user,2018-09-26T19:11:55,"This app is great! Collection of key information on staying on track with your food, exercise, weight, etc... Especially that it can link to other apps that track specific data such as Samsung Health! I wish it would link to the Body Fast app, or offered a fasting tracking like it as it would make this app even better! I don't need to be reminded of meals I'm skipping due to fasting.",4,1
Jack Cabana Jr,2025-07-13T18:22:28,"I've love using MyFitnessPal from the very start. I've enjoyed using features such as intermittent fasting tracker to building my own recipes for future meal tracking. It's been a game changer for my personal health journey. I had previously rated as a 5 star. However, the app now requires me to log back in constantly to add diary entries whereas in the past, this was not the case. I've tried multiple recommendations to which none have resolved the situation.",4,2
A Google user,2019-01-09T18:53:44,"The counter is great for staying on track with calories, water, and exercise goals. It is easy to navigate and use. My only issue is that my FitBit and MFP's apps will not synch, so it has been impossible to adequately track my exercise and steps each day. This is annoying and frustrating because I average 15k-20k steps a day and have no way of seeing what that does for my calorie count.",4,0
Patrick Dark,2020-07-23T12:28:26,"Lets you set a calorie goal and count them by food/meal/day and has a fairly intuitive interface. Defaults are strange: daily RDA isn't weighted by calorie goal (always 100%) and has a goal for bad fats but not good fats. Still needs dark mode and has bugs like telling you a custom food's nutrition info is wrong without saying what and then accepting that info anyway on the second try. Also doesn't distinguish between foods and supplements, which require a calorie count and are called ""food"".",4,0
Erik Lopez,2025-05-24T22:56:11,search features are quite impressive and the barcode scanner is super useful. The only downside in my opinion is the creating meals can be a hassle if you plan to eat different portions of the same stuff. you would essentially have to create an entire new meal to because of the different grams or ounces of food. I have found that creating simple meals with no more than 2 items because editing and having to search again for items can be time consuming.,4,1
Roxanne L.,2023-03-09T22:02:59,"I love this app, def one of the best calorie logging apps I've used. however, they locked some of their best features up behind the premium recently, which i wouldn't even mind, if wasn't $20/ month?!? So bar code scanning is now premium (this feature allows you to scan the barcode on food packaging and it automatically bring up the nutrition facts.) Macros have been an upgraded feature for a while, so I have no idea if there app is any good at macros since I've never had premium",4,3
A Google user,2019-10-15T03:42:49,"This app has a wide range of foods in its database so I do not need to manually type in any of the nutritional facts. Also I like that there are challenges and macronutrient breakdowns available. It's also easy to track my goals and progress. There are additional features (like plans and more in-depth nutrient breakdowns) that are only available after purchase. Still, I am pleased with the things I'm able to do with the free version of this app.",4,1
A Google user,2020-01-20T16:15:36,"Great App, but..... I used this app a few years ago and it was great! Scan barcodes for your foods, build your own meals to log them easily. I just re-download and started using again, and adding the foods is very glitchy! After entering a food and clicking the check mark, it doesn't add it to your day, or it shows later as 3 or 4 separate entries! Also, foods from previous day are added to the next day already. Please fix.",4,0
A Google user,2019-03-20T02:34:07,"This app helps me keep on track and lets me interact with my friends which makes losing weight more fun and effective!! The only thing I dislike is when I add my exercise and calories burned it wants me to eat more food at the end of the diary. I normally can't eat more food, so there are times it will not let me complete my diary. Other than that, this App is very helpful in my daily routine and health goals!",4,1
