userName,at,content,score,thumbsUpCount
Ahllora Lee,2024-07-25T23:11:14,"The only thing that could make this better for me is to make it to where both of my devices with the same account are updated to match each other. When at work or out, I use my phone, when at home, I use my reading tablet. Sucks that if there is some issue it doesn't update between devices unless I uninstall and reinstall it. Doesn't happen too often, but often enough to be an annoyance. If there was a way to just sign out and sign back that'd be awesome, but there isn't...",4,1
t 778,2021-01-23T19:06:15,"This app is very user friendly. It's helped me keep better track of what I'm eating and when I exercise. I've lost 25 lbs in 2 months. I wish the premium version offered a discounted trial, or billed monthly. So far I'm still on the free version. Update: after I hit the 25 lb mark, and especially after the 50 lb mark, there were no more badges to earn. It's been very disappointing. That was a big part of the motivation and fun.",4,0
C. Bartlett,2022-10-06T19:34:43,"Update: Trying to unsubscribe from the yearly fee crashes the app. (Did it via desktop website) I did the yearly program which unlocks a lot of insightful things. I like that it tracks progress, goals, and shows you calorie counts, but I am not a fitness person so I may be missing features or where it could be improved. I'm just taking the app at face value & following its suggestions. One thing that's cool is that you can just scan UPC codes of the food container and add it to your meal.",4,77
Jessica,2024-05-15T06:31:56,"I like how when I search for an item in My Foods that it's ordered by most recent. Search function is also a lot more functional. On the other hand, with my iPhone I could hit the edit button and easily move items around when logging my meals, along with swiping to delete an item. Where's the option on Android? There also seems to be a bug: If I accidentally select or add an item and then unselect it, it will still say that I've had that item recently, and now I can't see the real last date.",4,0
Audrey,2025-08-08T15:02:59,"I've been using this app for a week now, and I'm actually seeing results with very little to no exercise. The app can get a bit glitchy, but it is easy to use and has a huge library of foods that you only have to scan the barcode on the product to enter. It honestly feels like a game to me where my calorie budget is my in-game currency that I'm using to ""purchase"" my meals. I'm loving this app!",4,6
A Google user,2020-01-09T14:09:27,"I haven't been using this app for very long - so I'll try to update once I continue. However, the app is very easy to use and has a smooth interface. Even without the premium version, you can see your predicted goals, and the percentages of carbs, fats, and proteins in your food. In setup, it will ask if you want to look better vs feel better, or what's more important to you in your food. The only reason I gave four stars and not five is because I havent been on the app for long. 💖💫😊",4,2
Vik Marcussen,2024-08-03T23:42:48,"Best app I've found for calorie tracking. It makes it easy enough to do that I don't have trouble coming back to it. My biggest gripe: while it says you can set your own goals - maintaining weight, building muscle - it's still 100% focused on weight loss. I'm underweight and my goal is to be above a certain weight and cal count, but it tells me I've reached my goal when I record my weight because it's under my goal. When I'm over my calorie minimum, it turns red; when under, it congratulates me.",4,11
emily collins,2023-09-10T18:05:17,"I like the app, it does exactly what I needed which was log my food and track calories. I gave it a 4 because the premium portion you can pay for is not worth the amount they charge. I tried the free with the ads and the premium and I didn't utilize the extra micronutrients tracking because I didn't need all that but someone else might.",4,5
Jennifer Johnson,2024-10-21T23:48:53,"This app works extremely well for keeping on track with my weight loss goal. It's easy to use and has a robust catalog of foods in the search tool. My one ""complaint"" is regarding the feature of having extea calories budgeted to certain days of the week. I feel that the extra calories would be more useful if they had a separate tracker. For example, if I want to alot myself 700 floating calories to use on any given week I could apply those to the ""extra bucket"" on any given day that works best.",4,6
Salamander,2023-02-23T01:14:58,"After scanning an item, it may be incorrect. I scanned beef, seaweed snacks, keto flour, and other food items, and the calorie counts were all incorrect. The keto flour says 1/4 of a cup is 80 calories on the bag, yet the app tells me it's 110 for the same amount. The beef I bought says it's 190 calories for four ounces, but the app says three ounces. Net carb calculator works and it's a good way to count calories. Better than MyFitnessPal. But needs some adjustments.",4,3
A Google user,2019-02-01T17:50:06,"It's a helpful everyday tool for calorie tracking. I like that you can personalize your calorie goal and track proteins, carbs, and fat. It could also potentially be helpful for maintaining or gaining healthy weight. ⭐One thing I wish they would fix though is sometimes I will see two listings of the same exact food or drink that have different calorie/nutrition info, but are both verified for correctness. This is conflicting info and makes the source less trustworthy!",4,15
A Google user,2019-08-26T09:12:59,"Easy to add, although a bowl of cereal, for example, can take a while, since each ingredient is a separate line. Excercise calories burned may or may not be legit, but judge for yourself and i just adjust as needed. There are a few things that you can do online but not in the app, so check out all the settings on both.",4,1
A Google user,2018-11-06T15:40:56,"Pretty sweet app. Very similar to MyFitnessPal but without the extreme data usage. Food list has very few erroneous entries as compared to competitors. Integrates with Google Fit and Strava. Few suggestions for improvement: - Need the ability to log water ounces by user-specified number instead of 8 ounce increments - Add ability for a family or group of friends to create a private group and share their progress with each other. The best way to stay fit and healthy is with accountability from a friend (not a random stranger online). - Consider keeping the discount price at $30 ($40 is too much) or even dropping it to $20 per year. If you add the private group option above, it will definitely be an incentive for people to pay for the app.",4,5
A Google user,2018-09-22T17:05:12,Consistency is key. The app has cute little reminders to keep you on track. Honestly writing down what I'm eating on a daily basis has been the key of my weight loss. sometimes just knowing that you will have to add something to your tracker will keep you from eating something that is not healthy for you. I got the premium version for the ability to track in advance because if I am planning on eating a certain thing I can budget for that. I've been eating the calories recommended and have not been hungry. it's up to you and how dedicated you are to your own health but this is a very helpful tool.,4,4
David Bankson,2022-02-08T08:12:11,"I am finding it useful, except it doesn't send calories correctly when connected to Google Fit...It only sends the calories of the first food item of the day, and stops until the following day, instead of sending the total when you are done with the day. **edit: calories are sending after every item now, but if you make changes to (or remove) an item, it can't update Fit correctly.",4,0
Amy S.,2024-11-19T15:30:11,"I really like this app, the only thing that would make it better is if we could ""favorite"" foods to come back later to log them instead of having to search them every single time. Being able to scan the label is nice if they have them, but when we have leftovers, it sucks having to search the meal to log it every single time or even keep the barcode to scan it just to log the leftover until they are all eaten. I pay for premium, so this would be an awesome addition to premium membership.",4,2
Jessica Anderson,2021-10-23T06:38:02,"I like this app. Do I love it? No. But it's adequate for starting out on my health journey for now. I use the free version, which allows me to track my exercise, weight, what I eat (calorie count) and also see my daily food intake divided into fat, protein, and carbs. The ""upgrade to unlock"" parts are a little in your face, as well as the frequent ""sales"" for premium, etc. It would be nice to not have the premium features on your dashboard. But overall it's doing what I need.",4,14
Scott Steinberg,2023-02-06T17:31:26,"I have been using this app for a little over a week now and I love it. I upgraded to premium 3 days in and am glad I did. It is very easy to track calories, macronutrients and sodium, as well as my weight and blood pressure. Extensive food bank with many national restaurants and store brands, the ability to scan bar codes and manually enter nutrition info to create foods and recipes. It loses one star b/c the ""scan your food"" function needs work...it identified pork tenderloin as French toast!",4,0
A Google user,2019-03-24T21:39:34,"I love this app! I would have given it 5 stars because it does really meet all my needs except: 1. It doesn't allow to move a food item into a different meal rather than having to delete it, then add it to the correct meal. 2. It would be helpful to edit personally created recipes. For example: any recipes that I created have to be recreated if I need to edit ingredients. Honestly, these are features I'd like to see added in new editions of the app. Hopefully they read customer comments! ;-)",4,11
A Google user,2019-03-19T16:05:33,"i like that it has a large database of foods. and to use the basic functions you dont have to pay. I do wish some of the foods had more options of measurements. i mostly use cups and tablespoons so ounces and grams dont really help me. Also, there needs to be a way to edit or delete recipes. After seeing the calories on some of the things i eat ive been trying to modify but i have to make a whole new recipe rather than edit one i already have.",4,5
A Google user,2019-03-10T18:40:29,"I've been using the app consistently for a month and I've lost 13lbs (and still going). Counting calories is the only consistent form of ""dieting"" that has worked for me so far. I'm not even exercising! The scanning of the barcodes is a little annoying and measuring everything out, but it's definitely worth it. Definitely worth a try on the app.",4,17
A Google user,2019-05-22T05:49:50,"Writing down my meals daily has been very motivating. I like Lose it because it is easy to search for the nutritional value of most of my meals, however the nutrition value of many food items are not complete or have not been verified by Lose it. So I find myself checking for myself. Also more instructions are needed for recording your meals. You eventually figure it out, but you end up using the Save feature erroneously at first. Still, it is a very good app for weight loss goals.",4,0
A Google user,2020-02-11T04:21:49,"Nice calorie tracking app with a bunch of prefilled foods. The ability to add your own recipes is very nice. There is no way to manually lower your max daily calories, its figured out by how much you want to lose, with the max being 2lbs a week, but even if you know you need less calories you cannot change it. The water intake tracker doesn't pull from the food logger. For example if I add a cup of tea for lunch, I have to add 8oz to the water tracker.",4,17
A Google user,2019-12-15T05:34:11,"I have the base app and it works perfectly for helping me track my calories and stay on track. I'm down 12 pounds in three weeks while allowing myself a weekly cheat day. I love the bar code scanning feature and the ability to lookup food from popular restaurants. I have one gripe... I added an exercise (weightlifting) from the list of exercises and now when try to add another exercise my only option is is weightlifting, I can't get back to the full list (no option to remove filter).",4,118
Bryan Culver,2022-10-16T14:17:12,"Came back to this app after a hiatus to have a baby. Now I can't access any of the analysis on my DNA, and my reports are no longer getting emailed to me. I'm pretty disappointed with my year subscription, and I won't make that mistake again. - edit: Their help desk was very responsive and was able to correct the problem I identified. I hope they keep making strides to improve and maintain the service!",4,1
A Google user,2019-04-02T05:01:35,This really does help me stay accountable. Very easy to use. Saves meals for easy reuse (rather than entering each item all over again). The bar code scanner works great. They have most restaurants/brand name foods. Lets you track macros. My only wish is that I could meal plan my days for a week at a time without paying for premium as the other features arent that exciting for me. Otherwise love it.,4,78
A Google user,2018-10-28T17:08:50,"Love this app!! I have tried other apps, but this is the best I've tried. Very easy to use. Love that I can just log quick calories if I don't want to enter a new food. The database for restaurant foods seems to be pretty accurate. I would have rated it a 5 a couple of weeks ago, but they took away one of my favorites features, which was the quantity ""spin"" feature. Now you have to enter fractions on your own. So now if I eat 3/8ths of something, I have to figure out for myself what that is to enter. Sounds like a silly complaint, but fractions have never been my strength. Other than this one little thing, it's the best app around!!!",4,12
A Google user,2019-05-19T17:26:18,"So far I've lost over 100 lbs. I'm on a CC diet (""counting calories""). Couldn't have done it without Lose It. I only have one objection and one suggestion! Objection: I'm an android user (as I'm sure many users are) and I can't transfer a posted meals to a different date. That means I end up posting it twice then deleting the post on the date I don't want. It's time consuming. Suggestion: I want to be able to access my notes with a search option so I can refer to them.",4,7
A Google user,2019-07-23T19:00:29,"Personally, this works great for me because of what habits I needed to chnage to lose weight. if you're like me, you often binge without looking to see what's in the food, and them try to cut portions but only estimate. With this app, I was able to see what's in my food, how much I should eat for my desired weight loss, and it worked out great, currently have lost 4 pounds. However, for someone looking into tracking every variable of their health, this is not the fitness app for you.",4,2
A Google user,2019-02-10T17:18:39,"helpful app to help you keep track of all your calories during the day. it has been very helpful so far, ive already lost 2 pounds. I did just have a small bug in the app though, i tried to add a meal on sunday morning, but any time i would add it, it would add it to the day before. so now its showing my saturday calories as if i ate too much and i cant fix it, nor will it add the meal to todays counter. im going to try to uninstall it and reinstall it to see if it fixes it.",4,0
Kim Mabes,2025-04-23T12:59:28,"I like this app, but it is my second choice if I could only choose one. I use 2 and this app has a more extensive library. Custom recipes are easy to create. Navigation isn't hard but could be more convenient. I have a yearly subscription but I do wish they had recipes to recommend for the diet you decide to choose to better direct a user. Plus, any additional information is an additional cost which I feel, should be included to help someone on their journey.",4,138
Alex R,2025-09-12T08:19:01,"As a premium user, this app has been great for logging, tracking and storing my homemade recipes over the past nearly 10 years. I do think it lacks some features. I wish it would give me the option to have my calories adjust based on over or under eating in days prior, and sometimes the display is hard to navigate on the goals tab, but aside from that it does just what I need it to do.",4,21
Limar,2025-02-13T06:16:22,"Love the app, have used it for years. It's the nicest user interface among the calorie trackers out there. My only wish is that it had a tracking plan for gaining weight as well (I know, blasphemy to the name of the app). When trying to put on weight, everything turns red and looks like it's shaming you. Would love the option to set different calorie goals above maintenance.",4,0
A Google user,2019-06-06T02:40:09,"Tracking caloric intake is easy with the free app. Accepted my goal weight and told me how many calories a day to lose the weight in two years. Then it has an extensive list of foods, some by brand, with calories. Have to be careful bcz you/I can add foods and some of the calories are way off. Then it remembers my foods, and it remembers my meals, so i can pick them off a list instead of recreating everytime. And I can put in exercise and it subtracts calories.",4,0
Kyle Bear,2022-09-14T17:46:43,"It's pretty solid. I enjoyed it as a free user. Because it didn't feel like I was being abused, unlike MyFitnessPal, and the price was fair I decided to go premium. I'd still strongly recommend the all for those that are looking for calorie tracking on a budget. That said they could make the app even better if they would add a bit of case based reasoning when I'm adding foods to my diary. I'd like the app to be smart enough to know that I prefer a certain type of measurement for certain foods.",4,29
A Google user,2019-04-16T04:11:59,"I have used this app on and off for a few years now and have lately purchased the yearly membership in order to get motivated to really start paying closer attention to what I consume. However, I do have one request. I wish there was a section of the app entirely for scanning labels. Instead of waiting to scan a label when I go to eat, it would be nice to go to a ""Scanned Foods"" section when I get home from the grocery store, this way it is easier to quickly log meals.",4,3
CC dK D,2023-05-04T09:51:39,"I've been a premium member for a few years. I bought the Black Friday special online for $15/year. I appreciate that this app has great features for a reasonable premium price, unlike others I could name. The developers seem to listen to member feedback and are always making improvements. We finally got an option to select different calories for different days of the week. And they removed the 800 calorie minimum. Now I can finally set up my 4:3 calorie budget!! I'm so happy!!!",4,0
J E,2025-08-02T20:47:06,"I like this app. It's very easy to use and it has a wide database of foods available for either scanning a barcode or searching by name. I find the calorie count accurate, however for the macros tracker section it seems to be off calculation sometimes. Overall it's a decent app and is available for free if you stick with the basic version.",4,2
A Google user,2019-05-25T02:09:14,"This app is super helpful for tracking my calorie intake. It's made me more aware of my portion sizes and snacking off my kid's plates. One odd blip: last weekend I hiked for 7 1/2 hours up and down a mountain. My calories for the day ended up being negative 2,200+. The app doesn't know how to show that day's info. It just skips that day, saying I haven't done 7 straight days. Weird, but I still really like the app.",4,0
Spurlock,2020-07-02T01:11:18,"This app is pretty good, especially if you get the premium version. However, there is some things that need to be fixed: 1) I'm having trouble loading the group I'm in and the app even crashed at one point. 2) I want to be able to add/see the type of fat being tracked, not just fat and saturated fat. 3) I'd like to see the vitamins able to be listed for each food. The biggest problem I'm having though, is loading the posts on my group's page. Sometimes it'll even say that I'm not in it but I am.",4,9
Cliff Heick (That C-Note Guy!),2025-08-07T17:45:50,"This app is awesome, and it's really helped me shed some pounds without too much trouble. If you struggle with dieting, tracking your calories makes it way simpler. I just wish the food database was a bit better, and it'd be cool if the dashboard showed your weight/fat% instead of just ""recorded"" when you log it.",4,1
A Google user,2019-02-25T20:32:52,"Great easy to use app. Strong db of foods to choose from. Barcode feature works great on pricessed foods, plenty of options for building your own recipes and the app analyzes them for calories, protein, etc. i wish there was better analysis tools, though; would love to see what percentage of calories are coming from animal products, for example.",4,1
A Google user,2019-08-29T16:45:24,"It's about the same as my fitness pal, but since I paid for the membership i get ""insights"" that let me see things like, ""on days you drink coffee you eat less calories"" ... which is useless because i literally drink coffee every single day. Also, as with any calorie tracker, tons of foods are just slightly inaccurate. Like a can of white claw is 100 calories, 2 carbs... but this says 110 calories and no carbs... aggravating! I would not have paid for the year and i known.",4,0
Josh,2021-06-03T07:56:25,Few things to improve. Bug-consecutive day count is broken. For the premium options allow users to open the feature and explore it. You can still prevent logging in it until they buy. I am interested but hesitant to buy pro without actually seeing the features (what does glucose tracking do?). During the questionnaire you can say measurements or BF% or important to you but you can't log either of these metrics. I recommend adding these where you enter your weight.,4,12
A Google user,2020-01-12T17:37:32,"Used to use this app way back when, decided to give it another go. Went ahead and sprung for the premium to be able to customize some goals. Really wish I could drop the number of meals lower than 4. I don't eat 4 times a day and I don't need an app to tell me to eat 4 times a day. Otherwise seems like a solid investment and will be my go to app for tracking.",4,16
Leena,2022-01-21T16:01:42,"The free version is excellent. I love the food tracking features including the food lookup abilities. I also love the progress graphs for your weight over time-it helps with motivation. I just don't like how frequently it bugs you to upgrade to premium. I have upgraded in the past and haven't found the added features very useful, but maybe that is just me. I wish they had a ""don't ask me again"" button instead of asking you to upgrade each time you sign in.",4,131
Sane One,2023-08-06T20:01:16,"It's a great alternative to MyFitnessPal. It scans UPC codes, which is convenient. It also had the option to take photos of food, but it doesn't work well, and I would recommend they remove it to save on resources. The app freezes when certain things are clicked - even the link to get the premium version freezes and I need to force close the app. Otherwise, I felt envoy using the app, and no longer use MyFitnessPal (which is insanely expensive, and its free version is limited).",4,38
Ccc Sss,2022-02-10T15:05:29,"I am using the free version of the app. I like it so far. I enjoy the ease of using the app. I like the icons they show for the food, it gives you a nice visual besides numbers and words. I like the badges they give you, it is a nice touch. I also like checking in on the social feature. What i don't like is when you start a new day it takes a while for the date to switch over. i also don't like that their exercise calories spent are different than the planet fitness machines. i have to tweak the",4,8
A Google user,2019-06-03T17:03:05,"I've never had much dedication to weight loss diet. Now, for health reasons I have more resolve, This app has been very easy to track my progress. I m using the free app, which is working just fine. But may join the paid app, which is only 2.99 a month, as I can track my water, and the exercise I am adding. I've tried to be very honest about the food, and have lost about 10lbs in a little over a month. 30 more to go!",4,9
A Google user,2019-08-31T15:54:33,"The app is great, easy to use and very flexible for different ways of eating and tracking.I would give it five stars if my Lose It! scale would sync with my Android phone (Android and the scale not compatible). I also don't always trust the nutritional information that pops up when I search for a food. Many foods are accurate but some are way off. Otherwise it's my favorite tracking app of the ones I tried. I do like it better than MyFitnessPal mostly because Lose It! lets you track net carbs.",4,0
L. McLeod,2020-05-14T15:08:09,"I've used this app over the course of 3 years. When I was on point logging everything, I lost upwards of 45 lbs in a year. I really enjoy the personalization and seeing how my timeline changes based on MY choices. It is a little User unfriendly, finding the right link to change goals and desired total calories is a little difficult but I spent 30 mins clicking on every thing and found what I was looking for. I went premium! It's worth it!",4,1
S M,2021-06-20T13:01:56,"Great app, but...I wish the apps updated the articles they shared. I've had the same 2 forever. Also, I used to have an article at the top that I had to read as a check-off along with logging my meals BUT now I don't. I like the articles. I wish it could let you also make custom measurements, manually track certain nutrients like potassium, and have a place you can import pictures. Otherwise, I love the app and it is easy to use.",4,0
A Google user,2019-02-27T14:01:31,"Overall, I love this app. I have lost over 7 pounds so far. The app has opened my eyes to portion control, how many calories I actually was consuming. The negatives There is no way for me to save a recipe for later use. I wish I could create my own weekly meal plan with the recipes in the app. AND there is no way to save all the nutritional info in ""my recipes"" without having to write them down and enter each ingredient. Recipes are not alphabetical.",4,3
Alaina Forest,2022-10-10T06:54:42,"Great app for calorie counting, the social side of it sucks hard though. The janky message system seems to have been made even worse than it already was by the new unecessary ""feed"" tab they added. You get permanent notifications (that you can't clear out) for messages that you can't view. Just stick to the calorie counting, but don't bother posting in the groups, it's not worth the headache.",4,0
A Google user,2019-12-23T04:07:06,It's a really great app! I've been logging since 10/12/19. It's user friendly and accurate but I knocked a star off for it seeming so...dated. The social areas are just long running threads and it's difficult to add friends. I wish it had better details on your exercises and options. I paid for the year but not sure if I will renew it after that.,4,0
Kimberly Kay,2023-08-20T17:56:23,"So far, the app is great! I'm using the free version and it's doing the things I need. I do hate that a basic function such as water tracking requires paid subscription, but it's very inexpensive so maybe I'll go for it eventually...they've gotta make money somehow. Also, very limited accessories that can be connected and synced to the app, this is the biggest gripefrom me. Overall, it's been good 👍🏽",4,58
A Google user,2019-09-07T04:42:57,"Great ap, using free version. Not too pushy with trying to get you to upgrade. Any questions I've had I've found answers by googling. Use daily to track food intake. Can see myself buying upgrade eventually; they frequently offer deals to do so. Losing fat isn't rocket science; just calorie deficit. Eyeballing and assuming you are eating healthy isn't accurate. This app is helpful to keep track. Be honest and consistent in recordkeeping and you'll get results.",4,7
Jeffrey Hammond,2023-10-27T19:25:04,"I've been planning to rate this five stars but haven't taken the time to rate it untill now. But by now, when I finally am takeing the time to rate I've been disappointed. I still love the app it is very helpful in tracking calories and nutrients to get me the results I want. The reason I give it four stars is that, for some reason the app has become very slow. I don't think the problem is my phone because lose it is the only thing affected. It often freezes up and is ""not responding"".",4,64
A Google user,2019-01-04T22:26:01,"I used this to lose 55 pounds. I ended up doing what I found to be called a Whole Food, Plant Based diet with some additional exercise. You can do it too. The app is good, but could stand to make tracking easier. I don't miss doing it every day. I'd also have been willing to pay to help support the development, but the plans are too expensive. I'd be okay with a cheaper tier, if only to give some deserved portions of my Google Rewards balance which I have to spend on Google Play anyway.",4,99
A Google user,2020-03-29T21:08:29,"So far this has been my favorite tracking app, for both nutrition & exercise. The ease & swiftness of barcode scanning, picture taking auto fill nutrients, etc. are such a time saver & make this a genuine on-the-go app. I do; however, have two complaints, hence 4/5. I wish there was a skip meal button for intermittent fasting. I know, simply ""don't log it, "" but that leaves it looking incomplete. Also, maybe some nutrition guidelines/info for things like keto when it comes to tracking/meals.",4,0
A Google user,2019-03-29T21:12:45,"i really love it, it helped me lose my baby weight 3 years ago, but there are a few little things that would really make it better. first only allow users to add food to the public database if the total calories and the breakdown (carb/fat/protein) matches. i hate using a food i found by searching then there's a gap on my micros tracker because there were unassigned calories. also I'd love a pregnant/breastfeeding option in the female health profile.",4,3
A Google user,2019-06-08T00:41:10,The barcode scanner used to NEVER work and or it would take an obscene amount of time to focus and read it. After the recent updates the barcode scanner scans all my items in seconds instead of minutes. It tracks exercise and the big three nutrients and gives an estimation of your TDEE and how long until you hit your goal weight. It only loses a star because it's still inconvenient if you're home cooking using ingredients and have to put everything in one by one manually every time.,4,3
Kaye Mitchell,2023-02-03T01:57:50,"Two things I didn't like about this app; 1, I have a full time job that alternates between reception and physical labor and I work out 6 days a week, I have no idea what activity level I fall under. 2, according to this app, losing weight at the rate I already have been would be extremely difficut and inadvisable. It was pretty smooth and easy to use, so I might try again.",4,2
Peter Stubler,2022-01-19T17:26:43,"I am a 55+ male and used Lose It! to lose 30 lbs in 5 months spanning the holidays. It is very good and easy to use, The paid version integrates my fitness watch. The food database, barcode scanner, and ability to store recipes makes tracking calories easy. With a few enhancements, it could be great! The food database allows the user to enter a food item by only one type of measurement: count (e.g. number of pretzels), volume (e.g. cup, teaspoon), or weight (e.g. grams, ounces). The nutritional information is often provided for at least two of these types. Further, when searching the database, it is unclear which of these entries will be useful for the measurement you have. The other issue is the unfortunate emphasis on ""net calories"", those consumed vs burned. When looking at your personal history, it is difficult to distinguish between a day on which you simply sat around and starved yourself versus a day in which you took a long hike and ate a hearty meal. The latter contributes more to overall health and should be more easily displayed and tracked. The app also provides the ability to look at your food history to see where you get your calories and the balance of your nutrition. These features are interesting and informational, but not as critical as the shortcomings expressed above.",4,5
A Google user,2020-01-21T16:53:01,"Great app. Looks great, is fast and efficient, scanner works really well. It has a comprehensive index of products and allows you to customize entries that might not match due to a change. I don't like that you can't log food for tomorrow unless you pay; most other free apps have this. May not track as much as other apps, nutrient-wise.",4,0
Mike Hunsinger,2021-02-22T16:51:44,"For the most part, this app works great. My only issue is that when you create a recipe, you should be able to alter it each time you add it to a meal. For example, if i have a sausage, egg, and cheese muffin every morning for breakfast, i should be able to add it to the meal and go in and edit whether i had one sausage patty or two, one egg or two, etc. Also, i noticed that when you straight up edit the original recipe, the calories do not change accordingly. Five stars if they fix these.",4,34
Brenda Case,2023-05-03T17:40:48,"I have only used this for 2 days. I will adjust my review after the month of May. But at this time, I find it so easy to find foods and brands with ease. Logging food is so easy. I also have connected the app with my Fitbit. Again no problems there. I want to look more into the whole program. I decided to go premium due to the low cost of this choice. I plan is comparing how I do with my food choices and watching calories.",4,37
Muninn Featherpaw,2022-02-28T08:41:13,"I like this for calorie tracking, it's nice to have a visual on my intake. It remembers foods I eat and it congratulated me when I hit milestones like losing ten pounds, for example. I don't like how it asks me why I've ""come back"" when I haven't used it in a while. I did use it almost daily, but now I only use it for calorie info and to look at how far I've come on my weight loss plan. Being grilled just because I need to pop in is super annoying.",4,13
Kay D.,2020-08-28T15:51:18,"Been using free version for about one week. Like the UI, extensive data base, graphs. Am considering up grading to premium, but I have encountered some inaccuracies in the calorie counts - one as much as 50 cal difference. All have been under calculated. Wonder if all the other macro would be off as well? These errors were also noted as ""verified"" . If the database is not trustworthy there's no point in paying for premium which is a shame because I really am interested in the extra features.",4,23
virginia wright,2023-11-03T14:46:03,"I've used the free version of this app off and on for years. I'm now seriously working on some health issues by changing my diet. I need to be able to input homemade recipes in order to get correct calories, sodium, protein, etc. The ads didn't bother me. I'm trying Premium for one year to see if it's worth it; if it makes entering recipe content easier.",4,33
wawa82G,2022-03-04T02:37:48,"Updated 03/2022. I'm disappointed I paid for premium. It has more insights, which is great, and its easier to log meals. But the challenges are gone and its really hard to find new groups. Those were helping keep me motivated last time..... I love the extra features with premium. The insights page is helpful and the group's, forums and challenges keep you motivated. The app itself occasionally freezes, not more than once a week and I use the app daily.",4,4
Lisa Tollefson,2024-02-13T17:31:04,"Really happy with this one. I bought it, which makes all the difference. WHAT I LIKE: I can create recipes fairly easily, it remembers anything that I've used before, I can scan the barcode of a new food, and I can add foods from previous meals. WHAT I DON'T LIKE: It saves any food that anybody enters. This means that you have multiple entries for the same food because somebody didn't scan it, with different spellings, and with a completely useless 1 serving for the amount.",4,19
Ana Duran,2022-04-02T15:53:28,"I got the pro version for a year and the app works great for what it's meant. I'd love to see under the ""Health"" option, along with the water/step/weight tracker, a multivitamin tracker. Just as an additional option, such as the water goal, to be able to keep track of everything in one place. The look of the app (visual, not layout) could use a little work to be more visually appealing as well, but the way it looks now isn't an issue as the features make up for it.",4,10
A Google user,2019-09-01T04:50:14,"I really like this app. It has helped me lose about 15 pounds in about two months just by being a great food journal. The search capability is great and, if you're super small, you can input your own food items work nutrition information. I only gave it for stars because it keeps asking me to upgrade and I feel like there should be a snooze button on that advertisement for a week after someone clicks ""no thanks"".",4,5
A Google user,2019-11-03T04:33:19,"I'm kidding, I still am. Though documenting my food intake was incredibly helpful as was the calorie goal. And I'm starting to see weight loss on the scales. The exercise input is good to have too. All the integration of other apps is very welcome as is the group input on food items. Would like to see more verified nutrition food items but pretty satisfied overall",4,0
A Google user,2020-01-03T03:53:21,"This app it's great for tracking calories, macronutrients, and has a great food tracker. You could just scan any barcode and find exactly what you need. One thing that I would like to see is the ability to track intermittent fasting. Hey support, do you think you could add that?? Otherwise, it's a great all-around app for tracking all of your meals!",4,130
Jan Hauschild,2021-12-31T17:49:17,"I've been using the free version for 593 days. I love it! For me, the biggest problem is that, when I enter a new food, there can be many entries of the same food (brand, serving size, etc) that all list different calories. Even if I switch it to ""verified"". Once I find the one that matches the calories on the box or package, I can edit it, enter it to my meal and it will then show up in ""my foods"". But I'd like to delete the incorrect ones that make the list so long.",4,69
Elizabeth,2021-06-17T13:50:01,"I've been using this app for a few years on and off and I definitely prefer it's interface to all other weight loss apps. It's easy to use and fairly simple but provides a good amount of information. I do wish I could set short term goals as well as long term ones, for example, losing 5lbs this month. My biggest complaint is that it seems like a LOT of calorie information is wrong and when you're doing only 20g of carbs a day a few here and there really messes me up. I hate having to recheck.",4,31
A Google user,2019-07-18T07:33:31,"Great, easy to use app with a very intuitive interface. Extensive food database. Quick and easy to input food. Many daily goal options: tracks macros, micros, fiber, water, etc. However, the program/plan portion is slightly cumbersome. It would be nice to have the option of manually settting calorie goals without setting up a program based on weight/height. I don't need the app to calculate this for me.",4,68
A Google user,2019-07-19T15:47:10,helps keep me on track with losing a few pounds and counting calories. I wish that I could get the premium can't really afford it. I love that it has pretty much every food and that you can also scan. Scanning make things a lot easier. The only thing is that when I put in my exercises sometimes I kind of have to make things up and it's not really specific. or compared to my other app the calories that I burned for the time that I worked out is off. But overall this is an amazing app.,4,0
Mike V,2022-10-25T19:19:37,"The new addition of intermittent fasting is a nice addition to what I was already practicing. However, there needs to be more ability to customize the times. I don't always input as I eat, so to modify when a fast begins or ends instead of the 2 options of now or scheduled should be updated. Would like to see more exercise options be added as well. Otherwise great app, I've lost 30 lbs and maintaining or continuing to lose at a less aggressive pace is made easier!",4,34
A Google user,2019-07-01T13:44:36,"Great software. Lose It helped me get my calories under control and I lost 36 pounds and feel so much better. My BMI is now normal and I look and feel great. The UI is intuitive and clean and the free features are good. They have a great food database and the search and auto complete are decent. Also they let you scan barcodes, which is very helpful. Regular ads are not obtrusive. Lows- premium feature ads are annoying. Also their maintaining weight recommendations are too high.",4,7
Nick Foran,2020-12-29T09:51:38,"I've been logging for over 230 days and I've definitely lost weight in part to the app (around 20 lbs). It's great to be able to see a number and get a more realistic idea of the energy count of the food I eat. App is easy to use compared to similar apps. A bummer is there are features on the iversion that aren't available on android, like the ability to copy one of your own recipes and the constant updates are nice, but sometimes they break the app and take up a lot of space",4,52
